carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.51,Ideal,H,VS2,60.6,57.0,11540,7.46,7.45,4.52,251.20803999999995
2.0,Premium,G,SI2,61.4,59.0,11544,8.14,8.06,4.97,326.073748
3.0,Good,E,I1,64.2,65.0,11548,9.08,8.96,5.79,471.055872
1.14,Premium,F,VVS1,59.4,59.0,11549,6.87,6.8,4.06,189.66696
1.1,Ideal,D,VVS2,62.2,57.0,11550,6.58,6.54,4.08,175.575456
2.01,Good,J,SI2,63.4,59.0,11554,7.95,7.99,5.05,320.778525
1.73,Very Good,I,SI1,60.9,59.0,11554,7.71,7.68,4.69,277.708032
1.5,Good,E,SI1,58.5,59.0,11554,7.45,7.49,4.37,243.848185
1.5,Ideal,H,VS1,61.0,56.8,11557,7.36,7.4,4.5,245.08800000000002
1.53,Very Good,H,VS2,60.9,63.0,11557,7.41,7.37,4.5,245.75265
1.71,Ideal,I,VS2,60.5,56.0,11559,7.73,7.71,4.67,278.32406100000003
1.51,Very Good,F,SI1,60.7,60.0,11560,7.39,7.43,4.5,247.08464999999998
1.51,Very Good,F,SI1,62.8,59.0,11560,7.28,7.31,4.58,243.732944
1.51,Very Good,F,SI1,63.0,61.0,11560,7.27,7.3,4.59,243.59589
1.51,Good,F,SI1,60.9,61.0,11560,7.3,7.32,4.45,237.7902
1.7,Very Good,H,SI1,63.6,59.0,11560,7.46,7.55,4.77,268.66071
1.55,Premium,H,VS1,62.6,58.0,11562,7.4,7.34,4.61,250.39676000000003
1.51,Very Good,E,SI1,63.1,58.0,11565,7.28,7.23,4.58,241.06555200000003
1.51,Premium,E,SI1,62.6,55.0,11565,7.33,7.25,4.56,242.32979999999998
1.51,Premium,E,SI1,62.8,59.0,11565,7.3,7.26,4.57,242.20086
1.51,Premium,E,SI1,61.5,61.0,11565,7.41,7.31,4.53,245.37696300000002
2.01,Very Good,J,SI1,63.4,57.0,11566,7.97,7.89,5.03,316.302999
1.55,Premium,H,VS2,60.7,58.0,11567,7.51,7.47,4.55,255.25363499999997
1.21,Ideal,G,VVS1,61.5,56.0,11572,6.83,6.89,4.22,198.587714
1.5,Ideal,G,SI1,62.8,54.0,11572,7.31,7.29,4.58,244.06774199999998
1.02,Ideal,D,VVS2,62.2,59.0,11573,6.41,6.46,4.0,165.6344
1.54,Premium,G,SI1,60.5,61.0,11574,7.47,7.44,4.51,250.651368
1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58,252.15648000000002
1.57,Premium,H,VS2,61.0,59.0,11575,7.54,7.5,4.59,259.56449999999995
1.75,Ideal,G,SI2,61.6,54.8,11576,7.73,7.78,4.78,287.466332
2.09,Good,J,VS2,57.2,64.0,11576,8.51,8.46,4.85,349.17381
1.5,Good,G,VS2,63.3,62.0,11577,7.08,7.2,4.52,230.41151999999997
1.63,Premium,G,SI1,59.9,60.0,11578,7.64,7.61,4.57,265.701628
2.18,Premium,H,SI2,62.3,59.0,11579,8.37,8.26,5.18,358.1255159999999
1.51,Ideal,H,VS1,62.6,56.0,11580,7.28,7.32,4.57,243.53347200000005
1.28,Ideal,F,VS1,61.7,55.0,11580,7.01,6.98,4.32,211.37673600000002
1.4,Very Good,G,VS1,59.9,56.0,11584,7.31,7.34,4.39,235.54720599999996
1.32,Ideal,G,VS1,61.7,56.0,11584,7.04,7.07,4.35,216.51168
1.5,Very Good,E,SI1,59.6,58.0,11586,7.38,7.41,4.41,241.164378
1.62,Ideal,I,VVS2,62.7,54.0,11587,7.47,7.52,4.7,264.01968
1.5,Premium,F,SI1,61.4,59.0,11588,7.34,7.31,4.5,241.44929999999997
1.44,Premium,G,VS1,61.8,57.0,11588,7.21,7.09,4.42,225.94553799999997
1.25,Very Good,G,VVS1,60.2,58.0,11589,6.97,7.04,4.22,207.07033599999997
2.72,Ideal,H,I1,59.6,55.0,11594,9.17,9.13,5.45,456.2854450000001
1.52,Very Good,D,SI1,62.0,58.0,11595,7.37,7.4,4.58,249.78404000000003
1.57,Ideal,G,SI1,61.8,55.0,11596,7.43,7.49,4.61,256.549727
2.0,Fair,H,SI2,65.2,55.0,11600,7.9,7.85,5.13,318.13695
1.24,Ideal,G,VVS2,61.1,56.0,11601,6.94,6.97,4.25,205.58015
1.28,Very Good,F,VVS2,62.0,57.0,11602,6.92,7.01,4.32,209.55974400000002
1.55,Very Good,H,VS2,61.3,61.0,11602,7.39,7.46,4.55,250.83876999999998
2.01,Ideal,G,SI2,61.5,55.0,11602,8.15,8.11,5.0,330.48249999999996
1.57,Very Good,H,VS1,62.8,60.0,11605,7.36,7.44,4.65,254.62656000000004
1.7,Ideal,H,VS2,62.3,57.0,11605,7.68,7.65,4.78,280.83456
1.02,Ideal,E,IF,62.6,57.0,11605,6.47,6.41,4.03,167.13498099999998
1.51,Premium,F,SI1,62.2,59.0,11607,7.34,7.3,4.55,243.7981
1.75,Ideal,J,VVS2,62.0,55.0,11609,7.7,7.73,4.78,284.51038000000005
1.58,Ideal,G,SI1,60.7,56.0,11610,7.56,7.6,4.6,264.2976
1.03,Ideal,E,VVS2,61.7,56.0,11611,6.49,6.51,4.01,169.42209899999997
1.59,Very Good,G,SI1,62.3,60.0,11613,7.42,7.49,4.64,257.871712
1.5,Premium,F,SI1,62.2,58.0,11613,7.36,7.34,4.57,246.88236800000004
1.76,Ideal,I,VS1,62.0,57.0,11616,7.71,7.74,4.79,285.845166
1.52,Premium,H,VS1,61.4,58.0,11621,7.44,7.3,4.55,247.11960000000002
1.4,Very Good,G,VVS2,63.4,59.0,11624,7.12,7.04,4.49,225.06035200000002
1.61,Very Good,H,VS2,59.4,58.0,11627,7.64,7.74,4.57,270.24055200000004
1.51,Ideal,E,SI1,61.3,57.0,11628,7.35,7.42,4.53,247.05261000000002
1.56,Ideal,G,SI1,61.2,56.0,11628,7.51,7.49,4.59,258.18704099999997
1.09,Very Good,F,IF,61.4,56.0,11631,6.62,6.68,4.08,180.42412800000002
1.54,Premium,H,VS2,62.1,62.0,11632,7.38,7.31,4.56,246.00196799999995
1.3,Ideal,G,VVS2,62.4,56.1,11633,6.97,7.02,4.36,213.33218399999998
2.01,Premium,H,SI2,61.5,59.0,11635,8.12,8.08,4.98,326.735808
1.56,Ideal,H,VS2,61.5,56.0,11636,7.5,7.46,4.6,257.37
1.52,Premium,F,SI1,62.6,59.0,11637,7.27,7.36,4.58,245.062976
1.52,Ideal,F,SI1,62.2,56.0,11637,7.38,7.41,4.6,251.55468
1.5,Premium,E,SI1,61.4,59.0,11638,7.41,7.24,4.5,241.4178
1.72,Very Good,E,SI2,61.0,57.0,11638,7.67,7.76,4.71,280.33543199999997
2.33,Premium,J,SI1,61.1,58.0,11638,8.6,8.56,5.24,385.74784
1.51,Very Good,G,VS2,61.5,59.0,11640,7.34,7.38,4.53,245.386476
1.51,Good,G,VS2,64.2,54.0,11640,7.18,7.27,4.64,242.20150399999994
1.34,Ideal,G,VVS1,62.2,56.0,11640,7.11,7.04,4.4,220.23936000000003
1.13,Ideal,E,VVS1,61.5,56.0,11641,6.68,6.71,4.12,184.669936
1.52,Ideal,E,SI1,62.2,53.0,11642,7.38,7.31,4.57,246.54144599999998
1.79,Ideal,H,SI2,61.5,56.0,11643,7.77,7.81,4.79,290.674923
1.41,Premium,E,VS2,62.7,56.0,11644,7.18,7.1,4.48,228.38144
2.01,Premium,H,SI2,61.9,59.0,11646,8.13,7.97,4.98,322.6845780000001
2.01,Premium,I,SI1,61.3,60.0,11646,8.09,8.05,4.95,322.366275
2.01,Premium,H,SI2,61.8,62.0,11646,8.05,7.97,4.95,317.58457500000003
1.37,Ideal,F,VS1,59.6,57.0,11649,7.28,7.22,4.32,227.066112
1.11,Very Good,F,VVS2,59.4,58.0,11650,6.74,6.79,4.02,183.973692
1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45,254.66727
1.45,Premium,F,VS2,61.1,58.0,11650,7.31,7.23,4.44,234.65977200000003
1.54,Ideal,I,VS1,61.5,56.0,11651,7.42,7.47,4.58,253.857492
1.6,Ideal,G,SI1,62.1,56.0,11651,7.51,7.48,4.65,261.21282
1.5,Very Good,H,VVS1,63.8,57.0,11654,7.17,7.21,4.59,237.283263
1.14,Premium,F,VVS1,59.4,59.0,11654,6.87,6.8,4.06,189.66696
1.1,Ideal,D,VVS2,62.2,57.0,11654,6.58,6.54,4.08,175.575456
1.75,Premium,E,SI2,62.5,59.0,11655,7.71,7.63,4.79,281.78276700000004
1.5,Premium,I,VS2,61.4,58.0,11655,7.28,7.24,4.46,235.07411199999999
2.0,Fair,H,SI2,64.5,56.0,11655,7.93,7.86,5.09,317.25868199999996
2.01,Very Good,J,SI2,63.4,59.0,11660,7.99,7.95,5.05,320.778525
1.01,Ideal,D,VVS1,62.5,55.0,11661,6.39,6.44,4.01,165.01791599999999
2.11,Premium,J,SI2,62.0,60.0,11663,8.19,8.24,5.09,343.50170399999996
1.54,Premium,H,VS2,61.9,59.0,11663,7.31,7.33,4.53,242.727819
1.51,Premium,F,SI1,63.0,61.0,11666,7.3,7.27,4.59,243.59589
1.51,Premium,F,SI1,60.9,61.0,11666,7.32,7.3,4.45,237.7902
1.51,Premium,F,SI1,62.8,59.0,11666,7.31,7.28,4.58,243.732944
1.51,Premium,F,SI1,60.7,58.0,11666,7.41,7.38,4.49,245.539242
1.45,Very Good,F,VS2,62.6,58.0,11667,7.12,7.2,4.48,229.66272000000004
3.65,Fair,H,I1,67.1,53.0,11668,9.53,9.48,6.38,576.3972719999999
1.03,Very Good,D,VVS2,62.7,58.0,11677,6.39,6.43,4.02,165.17255399999996
1.67,Ideal,H,SI1,61.6,55.0,11678,7.68,7.62,4.71,275.636736
1.52,Very Good,H,VS2,59.7,55.0,11681,7.45,7.42,4.44,245.43876000000003
1.51,Ideal,H,VS1,62.6,56.0,11686,7.32,7.28,4.57,243.53347200000005
1.73,Ideal,H,SI1,62.7,56.0,11688,7.62,7.67,4.79,279.953466
1.5,Very Good,H,VVS1,60.9,61.0,11688,7.36,7.39,4.49,244.212896
1.5,Very Good,E,SI1,60.8,58.0,11688,7.32,7.36,4.46,240.28339200000002
1.5,Very Good,E,SI1,62.0,57.0,11690,7.25,7.33,4.52,240.20409999999998
1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53,242.39395800000003
1.52,Good,F,VS2,64.2,59.0,11696,7.16,7.2,4.61,237.65472000000003
1.57,Ideal,G,SI1,61.8,55.0,11702,7.49,7.43,4.61,256.549727
2.01,Good,J,SI1,59.6,61.0,11703,8.08,8.14,4.83,317.67489600000005
1.55,Very Good,G,VS2,63.1,57.0,11703,7.36,7.31,4.63,249.101408
1.25,Ideal,G,IF,60.6,57.0,11705,6.97,6.99,4.23,206.08686900000004
1.54,Very Good,G,VS2,63.0,59.0,11708,7.3,7.36,4.62,248.22336
1.55,Premium,H,VS2,61.3,61.0,11708,7.46,7.39,4.55,250.83876999999998
1.7,Premium,H,SI1,62.5,60.0,11709,7.54,7.49,4.7,265.43062000000003
1.71,Ideal,J,VS1,62.1,55.0,11711,7.73,7.65,4.78,282.66291
1.57,Premium,G,VS2,62.7,60.0,11711,7.46,7.38,4.65,256.00482
1.57,Premium,H,VS1,62.8,60.0,11711,7.44,7.36,4.65,254.62656000000004
1.65,Premium,D,SI2,61.6,58.0,11712,7.59,7.55,4.66,267.03897
1.53,Ideal,F,SI1,60.3,57.0,11713,7.45,7.52,4.51,252.66824
1.53,Very Good,F,SI1,58.5,59.0,11713,7.55,7.62,4.44,255.43764000000002
2.02,Ideal,H,SI2,60.8,56.0,11715,8.21,8.14,4.97,332.14211800000004
1.24,Very Good,F,VVS1,62.7,61.0,11716,6.75,6.84,4.26,196.6842
1.59,Good,F,SI1,63.6,57.0,11716,7.39,7.43,4.71,258.615267
1.5,Very Good,E,SI1,61.9,59.0,11717,7.26,7.32,4.51,239.67583199999999
1.16,Premium,G,VVS1,61.6,55.0,11717,6.85,6.72,4.18,192.41375999999997
1.59,Premium,G,SI1,62.3,60.0,11719,7.49,7.42,4.64,257.871712
1.63,Premium,G,SI1,61.0,59.0,11721,7.64,7.58,4.64,268.707968
1.53,Very Good,H,VS2,62.5,61.0,11722,7.28,7.38,4.58,246.066912
1.76,Ideal,I,VS1,62.0,57.0,11722,7.74,7.71,4.79,285.845166
1.22,Premium,F,VVS1,61.9,58.0,11723,6.81,6.85,4.23,197.32315499999999
1.39,Ideal,E,VS2,60.8,57.0,11726,7.24,7.21,4.39,229.159756
1.22,Ideal,F,VVS2,61.9,53.0,11730,6.9,6.92,4.28,204.36144000000004
1.62,Premium,F,SI1,60.1,58.0,11733,7.63,7.59,4.57,264.656469
1.14,Very Good,F,VVS1,62.2,55.9,11737,6.67,6.69,4.16,185.628768
1.71,Very Good,D,SI2,62.1,58.0,11737,7.56,7.64,4.72,272.619648
1.55,Premium,H,VS2,60.7,59.0,11738,7.46,7.5,4.54,254.013
1.51,Fair,G,VS1,64.9,55.0,11739,7.25,7.14,4.67,241.74255
1.52,Premium,F,SI1,62.6,59.0,11743,7.36,7.27,4.58,245.062976
2.06,Good,J,SI1,64.1,56.0,11746,7.97,8.09,5.15,332.05809500000004
1.51,Good,G,VS2,64.2,54.0,11746,7.27,7.18,4.64,242.20150399999994
1.51,Premium,G,VS2,58.1,61.0,11746,7.57,7.54,4.39,250.571542
1.5,Very Good,H,VVS2,62.9,59.0,11748,7.26,7.31,4.58,243.063348
2.19,Good,I,SI2,63.7,57.0,11756,8.23,8.19,5.23,352.52135100000004
1.5,Very Good,D,SI1,61.0,61.0,11756,7.28,7.32,4.45,237.13872000000003
1.5,Good,D,SI1,63.1,57.0,11756,7.24,7.31,4.59,242.92299599999998
2.02,Very Good,J,SI2,62.4,55.0,11757,8.05,8.11,5.04,329.03892
2.02,Very Good,J,SI2,59.2,60.0,11757,8.27,8.39,4.91,340.681823
1.51,Premium,D,SI1,62.5,60.0,11760,7.27,7.23,4.54,238.631934
1.55,Very Good,E,SI1,60.1,58.0,11764,7.5,7.55,4.52,255.94499999999996
2.06,Very Good,J,SI1,62.0,57.0,11764,8.11,8.17,5.05,334.6064349999999
1.02,Ideal,D,VVS2,61.0,56.0,11765,6.52,6.55,3.99,170.39694
1.01,Ideal,D,VVS1,62.5,55.0,11767,6.44,6.39,4.01,165.01791599999999
1.54,Premium,H,VS2,61.9,59.0,11769,7.33,7.31,4.53,242.727819
1.36,Very Good,G,VVS2,60.8,60.0,11774,7.12,7.16,4.34,221.24972799999998
1.7,Premium,I,VVS2,62.1,59.0,11775,7.6,7.53,4.7,268.9716
1.52,Very Good,F,SI1,61.4,59.0,11776,7.39,7.46,4.56,251.39006399999997
2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03,316.302999
1.68,Ideal,E,SI2,60.4,55.0,11781,7.7,7.79,4.68,280.72044
1.7,Premium,I,VS2,62.2,58.0,11781,7.6,7.65,4.74,275.5836
1.83,Very Good,F,SI1,63.2,56.0,11782,7.78,7.73,4.9,294.68306
1.58,Premium,G,VS2,58.2,58.0,11786,7.68,7.64,4.46,261.691392
1.54,Premium,F,SI1,60.9,59.0,11790,7.46,7.56,4.57,257.737032
2.0,Very Good,J,SI2,61.9,55.0,11792,8.06,8.09,5.0,326.027
2.0,Very Good,J,SI2,59.8,60.0,11792,8.09,8.13,4.85,318.992745
2.0,Premium,J,VS1,62.0,62.0,11793,8.02,7.91,4.94,313.384708
1.36,Ideal,D,VS2,62.1,55.0,11793,7.18,7.13,4.44,227.298696
1.56,Very Good,F,SI1,60.7,59.0,11794,7.45,7.55,4.55,255.926125
1.5,Premium,E,SI1,60.0,58.0,11795,7.5,7.47,4.49,251.55225000000002
1.5,Premium,E,SI1,60.8,58.0,11795,7.36,7.32,4.46,240.28339200000002
1.54,Premium,E,SI1,59.3,60.0,11795,7.58,7.54,4.48,256.046336
1.54,Premium,D,VS2,59.4,59.0,11795,7.61,7.55,4.5,258.54975
1.5,Good,E,SI1,64.1,58.0,11795,7.24,7.15,4.61,238.64126000000005
1.77,Very Good,G,SI1,63.1,57.0,11796,7.68,7.63,4.83,283.03027199999997
1.6,Premium,H,VS2,62.1,60.0,11796,7.51,7.44,4.64,259.25721599999997
1.27,Premium,F,VVS2,61.3,60.0,11797,6.9,6.99,4.26,205.46406
1.52,Ideal,H,SI1,61.3,56.0,11797,7.39,7.44,4.54,249.616464
1.56,Very Good,H,VS1,63.9,57.0,11804,7.3,7.37,4.69,252.32669000000004
1.52,Good,H,VS1,63.5,60.0,11804,7.24,7.28,4.61,242.98019200000002
1.54,Premium,G,VS2,63.0,59.0,11815,7.36,7.3,4.62,248.22336
1.06,Very Good,D,VVS1,61.8,57.0,11815,6.49,6.52,4.03,170.528644
1.71,Ideal,E,SI2,61.9,57.0,11816,7.69,7.65,4.75,279.435375
1.41,Ideal,G,VS1,62.6,56.0,11817,7.15,7.2,4.49,231.14520000000002
1.51,Premium,F,SI1,61.4,58.0,11817,7.43,7.35,4.54,247.93166999999997
1.6,Premium,G,SI1,62.2,58.0,11818,7.44,7.5,4.65,259.47
2.1,Good,I,SI2,62.9,64.0,11818,8.15,8.1,5.11,337.33665
2.04,Premium,H,SI2,58.0,58.0,11820,8.45,8.36,4.88,344.73296
2.04,Good,I,SI1,57.7,64.0,11820,8.39,8.31,4.82,336.0547380000001
1.53,Ideal,F,SI1,60.3,57.0,11820,7.52,7.45,4.51,252.66824
1.53,Premium,F,SI1,58.5,59.0,11820,7.62,7.55,4.44,255.43764000000002
1.65,Very Good,H,VS1,62.0,56.0,11823,7.53,7.59,4.68,267.474636
2.01,Premium,H,SI2,62.5,62.0,11825,8.09,8.04,5.04,327.819744
2.01,Very Good,H,SI1,63.1,56.0,11825,8.05,8.0,5.06,325.864
1.51,Good,H,VVS2,63.1,59.0,11826,7.26,7.28,4.59,242.59435200000001
1.61,Ideal,I,VS2,61.7,56.0,11826,7.52,7.62,4.67,267.60220799999996
1.22,Premium,F,VVS1,61.9,58.0,11830,6.85,6.81,4.23,197.32315499999999
2.45,Very Good,H,SI2,63.5,58.0,11830,8.7,8.58,5.49,409.80654000000004
1.51,Ideal,D,SI1,61.9,57.0,11834,7.35,7.42,4.57,249.23409
1.51,Very Good,G,SI1,60.3,57.0,11836,7.44,7.48,4.5,250.43040000000002
1.06,Ideal,D,VVS2,62.0,57.0,11837,6.52,6.54,4.05,172.69523999999998
1.05,Premium,E,IF,59.0,58.0,11838,6.66,6.7,3.94,175.81068
1.2,Ideal,E,VVS2,62.2,57.0,11839,6.81,6.77,4.22,194.55761399999997
1.27,Ideal,E,VS1,61.8,57.0,11840,6.94,6.98,4.3,208.29716000000002
1.73,Very Good,I,VS1,63.4,58.0,11843,7.57,7.6,4.81,276.72891999999996
1.69,Ideal,G,SI1,61.8,53.0,11843,7.68,7.71,4.75,281.26079999999996
2.45,Very Good,J,SI2,60.6,63.0,11843,8.71,8.66,5.26,396.754436
1.71,Very Good,D,SI2,63.5,56.0,11844,7.58,7.51,4.79,272.674582
1.14,Ideal,F,VVS1,62.2,56.0,11844,6.69,6.67,4.16,185.628768
1.55,Premium,H,VS2,60.7,59.0,11846,7.5,7.46,4.54,254.013
1.09,Ideal,F,IF,61.4,55.0,11846,6.61,6.68,4.09,180.593132
1.36,Ideal,G,VVS2,61.1,57.0,11848,7.14,7.2,4.38,225.16704
1.7,Premium,H,SI1,61.8,61.0,11848,7.59,7.52,4.67,266.548656
1.71,Very Good,I,VS2,62.8,59.0,11850,7.52,7.58,4.74,270.187584
2.08,Premium,H,SI2,60.0,60.0,11851,8.31,8.28,4.98,342.657864
1.46,Good,E,VS2,63.9,57.0,11851,7.06,7.12,4.53,227.71041599999998
1.3,Ideal,G,VVS2,60.9,57.0,11853,7.04,7.11,4.31,215.73446399999997
1.52,Premium,H,VS1,58.4,59.0,11853,7.55,7.52,4.4,249.8144
1.81,Premium,G,SI1,62.3,58.0,11854,7.75,7.68,4.81,286.29119999999995
2.06,Good,J,SI1,64.1,56.0,11854,8.09,7.97,5.15,332.05809500000004
1.5,Premium,H,VVS2,62.9,59.0,11855,7.31,7.26,4.58,243.063348
1.51,Ideal,H,VS1,60.8,57.0,11856,7.43,7.46,4.53,251.087934
1.61,Ideal,G,SI1,62.4,55.0,11859,7.51,7.48,4.68,262.89806400000003
1.42,Premium,G,VS1,61.7,55.0,11861,7.29,7.24,4.48,236.45260800000003
1.5,Premium,D,SI1,62.1,60.0,11863,7.28,7.22,4.5,236.5272
1.5,Premium,D,SI1,61.0,61.0,11863,7.32,7.28,4.45,237.13872000000003
1.5,Very Good,D,SI1,63.1,57.0,11863,7.31,7.24,4.59,242.92299599999998
1.65,Premium,G,SI1,61.0,58.0,11864,7.66,7.62,4.66,272.000472
1.67,Very Good,I,VS1,61.6,59.1,11867,7.61,7.64,4.7,273.25988
1.73,Premium,G,VS1,61.6,60.0,11867,7.67,7.62,4.71,275.277834
1.35,Premium,G,VVS2,60.2,59.0,11868,7.2,7.16,4.32,222.70464
1.55,Ideal,I,VVS1,62.1,56.0,11869,7.36,7.43,4.59,251.003232
1.7,Good,H,SI1,63.9,56.0,11869,7.61,7.53,4.84,277.347972
1.22,Ideal,F,VVS2,62.2,54.0,11870,6.83,6.87,4.26,199.88814599999998
1.55,Premium,E,SI1,60.1,58.0,11871,7.55,7.5,4.52,255.94499999999996
1.51,Premium,E,SI1,63.0,58.0,11873,7.33,7.27,4.6,245.12985999999998
1.71,Very Good,D,SI2,63.5,59.0,11873,7.57,7.59,4.81,276.364803
1.53,Very Good,D,SI1,59.2,57.0,11873,7.52,7.55,4.46,253.22096
1.5,Premium,F,SI1,62.9,59.0,11878,7.34,7.29,4.6,246.13956
1.5,Very Good,I,VS1,63.3,54.0,11879,7.26,7.33,4.62,245.856996
1.22,Ideal,F,VVS2,62.7,54.0,11880,6.79,6.84,4.27,198.31417199999996
1.2,Ideal,E,VVS2,61.5,57.0,11883,6.79,6.89,4.21,196.956851
1.83,Premium,I,SI1,62.9,55.0,11883,7.9,7.78,4.93,303.00766
1.17,Ideal,F,VVS1,62.1,57.0,11886,6.82,6.73,4.21,193.233106
2.08,Ideal,I,SI2,62.0,56.0,11886,8.21,8.1,5.06,336.49506
1.7,Premium,I,VS2,62.2,58.0,11888,7.65,7.6,4.74,275.5836
1.09,Ideal,F,IF,61.6,55.0,11888,6.59,6.65,4.08,178.79988
1.68,Ideal,E,SI2,60.4,55.0,11888,7.79,7.7,4.68,280.72044
1.54,Premium,F,SI1,60.9,59.0,11897,7.56,7.46,4.57,257.737032
2.0,Premium,J,SI2,61.9,55.0,11899,8.09,8.06,5.0,326.027
2.0,Premium,J,SI2,59.8,60.0,11899,8.13,8.09,4.85,318.992745
1.56,Premium,F,SI1,60.7,59.0,11901,7.55,7.45,4.55,255.926125
2.01,Premium,F,SI2,62.0,60.0,11903,7.88,7.82,4.87,300.097192
1.52,Very Good,H,VVS2,63.0,60.0,11904,7.25,7.3,4.58,242.3965
1.27,Premium,F,VVS2,61.3,60.0,11905,6.99,6.9,4.26,205.46406
1.18,Ideal,E,VVS2,61.5,57.0,11906,6.8,6.75,4.17,191.403
1.52,Very Good,H,VS1,63.5,60.0,11912,7.28,7.24,4.61,242.98019200000002
1.2,Very Good,F,VVS1,59.8,63.0,11913,6.82,6.8,4.07,188.75032000000002
1.51,Ideal,G,SI1,61.6,57.0,11917,7.34,7.31,4.52,242.52240799999996
1.51,Ideal,G,SI1,62.4,56.0,11917,7.36,7.33,4.59,247.62499200000002
1.7,Good,I,VS1,58.0,60.0,11921,7.84,7.88,4.56,281.713152
1.56,Ideal,H,VS2,61.6,57.0,11922,7.51,7.45,4.61,257.92719500000004
1.01,Very Good,D,VVS1,63.9,56.0,11923,6.32,6.36,4.05,162.79056000000003
1.51,Very Good,G,VS2,62.8,57.0,11923,7.25,7.3,4.57,241.86725
2.1,Fair,G,SI2,65.0,56.0,11923,8.09,7.98,5.21,336.348222
1.7,Ideal,E,SI2,59.6,59.0,11924,7.73,7.83,4.64,280.840176
2.01,Very Good,F,SI2,63.3,59.0,11925,7.98,7.89,5.02,316.070244
1.6,Premium,G,SI1,62.2,58.0,11926,7.5,7.44,4.65,259.47
1.58,Ideal,G,SI1,62.2,55.0,11927,7.44,7.5,4.65,259.47
1.23,Ideal,F,VVS2,61.9,55.0,11927,6.92,6.89,4.27,203.58847599999996
1.5,Very Good,D,SI1,62.0,63.0,11933,7.27,7.31,4.52,240.20952399999996
1.51,Very Good,H,VVS2,63.1,59.0,11934,7.28,7.26,4.59,242.59435200000001
2.0,Fair,G,SI1,65.5,58.0,11935,7.82,7.73,5.09,307.683374
1.5,Very Good,E,VS2,61.9,57.0,11939,7.31,7.38,4.55,245.46248999999997
1.51,Ideal,D,SI1,61.9,57.0,11942,7.42,7.35,4.57,249.23409
1.56,Ideal,F,SI1,62.7,57.0,11943,7.34,7.39,4.62,250.600812
1.36,Very Good,F,VS1,62.7,60.0,11946,7.05,7.02,4.41,218.25530999999998
1.52,Ideal,H,VS1,60.1,60.0,11946,7.54,7.51,4.52,255.94680799999998
1.05,Premium,E,IF,59.0,58.0,11946,6.7,6.66,3.94,175.81068
2.1,Fair,G,SI2,61.4,66.0,11946,8.26,8.19,5.05,341.62946999999997
1.8,Premium,I,SI1,61.9,60.0,11948,7.78,7.74,4.8,289.04256000000004
1.5,Good,E,SI1,63.9,54.0,11948,7.26,7.2,4.62,241.49663999999999
1.51,Ideal,F,SI1,62.4,56.0,11950,7.34,7.4,4.6,249.8536
2.03,Ideal,J,SI2,63.2,55.0,11951,7.99,8.03,5.06,324.648082
2.01,Good,I,VS2,64.3,60.0,11954,7.91,7.86,5.07,315.21508200000005
1.34,Ideal,G,VVS2,62.0,55.0,11955,7.02,7.08,4.37,217.195992
1.36,Ideal,G,VVS2,61.1,57.0,11956,7.2,7.14,4.38,225.16704
1.51,Premium,F,SI1,63.0,58.0,11957,7.32,7.28,4.6,245.13216000000003
1.55,Very Good,F,SI1,63.1,56.0,11957,7.4,7.38,4.66,254.49192000000002
1.51,Premium,F,SI1,60.6,61.0,11957,7.41,7.37,4.48,244.66041600000003
1.71,Premium,I,VS2,62.8,59.0,11958,7.58,7.52,4.74,270.187584
2.02,Premium,F,SI2,61.0,59.0,11962,8.2,8.13,4.98,331.99668
1.63,Ideal,I,VS2,61.8,56.0,11963,7.56,7.59,4.68,268.54027199999996
1.77,Premium,F,SI1,60.3,59.0,11965,7.94,7.87,4.77,298.066806
2.0,Fair,J,VS2,65.4,58.0,11966,7.96,7.75,5.14,317.0866
2.0,Premium,J,VS2,62.9,60.0,11966,7.99,7.95,5.01,318.237705
1.51,Ideal,H,VS1,62.3,57.0,11967,7.34,7.29,4.55,243.46412999999998
2.03,Very Good,J,SI2,61.7,61.0,11968,8.04,8.18,5.0,328.83599999999996
2.03,Very Good,J,SI2,60.9,60.0,11968,8.1,8.21,4.97,330.50997
1.73,Premium,H,SI1,62.4,58.0,11969,7.61,7.64,4.76,276.74830399999996
2.24,Premium,J,VS1,60.9,58.0,11970,8.46,8.41,5.14,365.703804
1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83,300.282066
1.52,Ideal,F,SI1,62.3,55.1,11971,7.29,7.39,4.58,246.738798
1.27,Ideal,F,VS1,61.6,55.0,11973,6.97,7.03,4.31,211.18612099999999
1.31,Ideal,G,VVS2,61.3,58.0,11975,7.03,7.07,4.32,214.713072
2.0,Premium,H,SI2,62.8,57.0,11975,8.05,8.01,5.04,324.98172000000005
1.67,Ideal,I,VS1,61.6,59.0,11975,7.64,7.61,4.7,273.25988
1.57,Premium,D,SI1,62.2,59.0,11976,7.37,7.45,4.61,253.11896500000003
1.52,Premium,H,VVS2,61.2,58.0,11979,7.48,7.41,4.56,252.74620800000002
